38.9634, 33.1179, 36.4079, 116.625, 104.924, 83.5465, 4
38.9634, 33.1179, 36.4079, 116.625, 102.869, 83.5465, 4
164.126, 179.666, 74.0764, 173.414, 99.98, 90.2668, 4
171.268, 199.684, 81.2807, 193.769, 107.42, 90.1815, 4
215.912, 329.589, 215.517, 329.592, 119.608, 0.395132, 4
266.039, 103.086, 265.982, 84.8994, 85.7496, 18.1862, 4
290.613, 16.639, 289.654, 94.5707, 62.3779, 77.9376, 4
291.882, 19.7089, 291.04, 97.3788, 103.566, 77.6745, 4
346.144, 99.0283, 292.656, 92.3712, 112.098, 53.9005, 4
371.96, 136.549, 371.598, 136.28, 132.883, 0.451311, 4
382.969, 56.9251, 382.756, 40.4105, 97.391, 16.516, 4
392.546, 8.28415, 392.327, 8.16472, 86.6141, 0.24864, 4
620.584, 68.8995, 496.888, 38.2745, 99.4786, 127.43, 4
516.455, 353.977, 516.012, 355.125, 111.216, 1.23047, 4
615.956, 187.062, 576.817, 181.168, 121.19, 39.5805, 4
621.863, 193.61, 582.32, 187.917, 69.6348, 39.9515, 4
621.863, 193.61, 582.32, 187.917, 61.1801, 39.9515, 4
587.477, 361.984, 587.283, 362.042, 78.5939, 0.202585, 4
630.157, 274.645, 591.086, 271.349, 134.149, 39.2093, 4
